__time,/debug_geometry/a,/debug_geometry/b,/debug_geometry/c,/debug_geometry/d,/debug_geometry/e,/debug_geometry/f,/debug_geometry/fc,/debug_geometry/lw,/debug_geometry/median_pb,/debug_geometry/median_pr,/debug_geometry/offset_pb,/debug_geometry/offset_pr,/debug_geometry/pb,/debug_geometry/pr,/debug_geometry/raw_pb,/debug_geometry/raw_pr,/debug_geometry/theta_g,/debug_geometry/theta_t,/debug_geometry/w,omega_g
1782915829.220330,0.000000000,0.336169805,1.118665872,0.892247525,0.264375387,0.241530070,39999.249145897,3.777806818,6455.500000000,320.000000000,5636.340377023,380.000000000,999981.228647433,0.000000000,6394.000000000,350.000000000,0.278674944,1.539971755,260.683949843,0.007204301
1782915829.230424,0.000000000,0.336167367,1.118664356,0.892247525,0.264394319,0.241496264,39995.916013252,3.777729045,6455.500000000,324.000000000,5636.408637496,380.000000000,999897.900331311,0.000000000,6426.000000000,338.000000000,0.278746887,1.539971755,260.631108403,0.007127335
1782915829.240371,0.000000000,0.336162493,1.118661326,0.892247525,0.264432162,0.241428678,39992.580386621,3.777573504,6455.500000000,324.000000000,5636.476949045,380.000000000,999814.509665515,0.000000000,6496.000000000,318.000000000,0.278890713,1.539971755,260.547164665,0.014460532
1782915829.250277,0.000000000,0.336175300,1.118669288,0.892241558,0.264437774,0.241417418,39741.764630307,3.777547584,6450.500000000,324.000000000,5636.613498974,380.000000000,993544.115757680,0.000000000,6414.000000000,264.000000000,0.278914674,1.539995731,258.902829500,0.002418831
1782915829.260259,0.000000000,0.336215325,1.118694154,0.892223662,0.264442001,0.241406158,39618.579877689,3.777521661,6448.000000000,324.000000000,5636.636245717,380.000000000,990464.496942216,0.000000000,6403.000000000,301.000000000,0.278938635,1.540067629,258.090059783,0.002400229
1782915829.270288,0.000000000,0.336209639,1.118690623,0.892223662,0.264486137,0.241327310,39568.639577754,3.777340079,6447.000000000,320.000000000,5636.658991847,380.000000000,989215.989443838,0.000000000,6324.000000000,315.000000000,0.279106422,1.540067629,257.692926572,0.016730061
1782915829.280509,0.000000000,0.336236052,1.118707022,0.892211728,0.264491054,0.241316050,39560.862860349,3.777314139,6447.000000000,320.000000000,5636.818254159,380.000000000,989021.571508728,0.000000000,6477.000000000,330.000000000,0.279130383,1.540115566,257.632028132,0.002344461
1782915829.290289,0.000000000,0.336208016,1.118689615,0.892223662,0.264498741,0.241304790,39608.582030340,3.777288197,6448.000000000,324.000000000,5636.840995382,380.000000000,990214.550758499,0.000000000,6563.000000000,360.000000000,0.279154344,1.540067629,257.932524923,0.002449965
1782915829.300304,0.000000000,0.336216758,1.118695044,0.892217694,0.264535872,0.241237200,39729.545653014,3.777132435,6450.500000000,324.000000000,5636.863735992,380.000000000,993238.641325356,0.000000000,6674.000000000,360.000000000,0.279298170,1.540091605,258.658442743,0.014361386
1782915829.310261,0.000000000,0.336243982,1.118711944,0.892205758,0.264534487,0.241237200,39722.881028655,3.777132435,6450.500000000,327.000000000,5637.000223334,380.000000000,993072.025716379,0.000000000,6614.000000000,406.000000000,0.279298170,1.540139542,258.615052834,0.000000000
1782915829.320239,0.000000000,0.336272015,1.118729335,0.892193821,0.264526802,0.241248461,39722.881028655,3.777158390,6450.500000000,328.000000000,5637.000223334,380.000000000,993072.025716379,0.000000000,6484.000000000,345.000000000,0.279274209,1.540187479,258.625347206,-0.002401434
1782915829.330615,0.000000000,0.336257589,1.118720387,0.892199792,0.264533795,0.241237200,39723.991264164,3.777132435,6450.500000000,328.000000000,5636.977486404,380.000000000,993099.781604104,0.000000000,6470.000000000,380.000000000,0.279298170,1.540163503,258.622281001,0.002309177
1782915829.340378,0.000000000,0.336268768,1.118727321,0.892193821,0.264552004,0.241203419,39967.029104463,3.777054557,6455.500000000,328.000000000,5637.000223334,380.000000000,999175.727611578,0.000000000,6472.000000000,317.000000000,0.279370053,1.540187479,260.173501046,0.007362997
1782915829.350258,0.000000000,0.336257589,1.118720387,0.892199792,0.264533795,0.241237200,40134.602230648,3.777132435,6459.000000000,328.500000000,5637.068430443,380.000000000,1003365.055766200,0.000000000,6524.000000000,333.000000000,0.279298170,1.540163503,261.295555800,-0.007275404
1782915829.360257,0.000000000,0.336256777,1.118719883,0.892199792,0.264540096,0.241225940,40235.591987852,3.777106478,6461.000000000,329.500000000,5637.000223334,380.000000000,1005889.799696298,0.000000000,6659.000000000,348.000000000,0.279322131,1.540163503,261.942620394,0.002396338
1782915829.370380,0.000000000,0.336270391,1.118728328,0.892193821,0.264539403,0.241225940,40478.629858092,3.777106478,6466.000000000,329.500000000,5637.022959650,380.000000000,1011965.746452298,0.000000000,6516.000000000,314.000000000,0.279322131,1.540187479,263.524850788,0.000000000
1782915829.380505,0.000000000,0.336285621,1.118737772,0.892187854,0.264526110,0.241248461,40234.481782284,3.777158390,6461.000000000,329.500000000,5637.022959650,380.000000000,1005862.044557099,0.000000000,6378.000000000,303.000000000,0.279274209,1.540211440,261.956246655,-0.004733421
1782915829.390350,0.000000000,0.336285621,1.118737772,0.892187854,0.264526110,0.241248461,40139.042993038,3.777158390,6459.000000000,330.000000000,5636.977486404,380.000000000,1003476.074825943,0.000000000,6344.000000000,348.000000000,0.279274209,1.540211440,261.334869520,0.000000000
1782915829.400266,0.000000000,0.336282373,1.118735758,0.892187854,0.264551312,0.241203419,40236.702223361,3.777054557,6461.000000000,331.000000000,5636.977486404,380.000000000,1005917.555584022,0.000000000,6512.000000000,356.000000000,0.279370053,1.540211440,261.928993036,0.009665785
1782915829.410387,0.000000000,0.336269579,1.118727825,0.892193821,0.264545704,0.241214680,40061.357807906,3.777080518,6457.500000000,331.000000000,5637.068430443,380.000000000,1001533.945197640,0.000000000,6449.000000000,310.000000000,0.279346092,1.540187479,260.797935111,-0.002367435
1782915829.420313,0.000000000,0.336270391,1.118728328,0.892193821,0.264539403,0.241225940,40477.519682465,3.777106478,6466.000000000,332.500000000,5637.045695353,380.000000000,1011937.992061625,0.000000000,6538.000000000,360.000000000,0.279322131,1.540187479,263.517623299,-0.002413892
