__time,/vehicle/loader_joint_angles/data[0],/vehicle/loader_joint_angles/data[1],/vehicle/loader_joint_angles/layout/data_offset,/vehicle/loader_joint_pressures/data[0],/vehicle/loader_joint_pressures/data[1],/vehicle/loader_joint_pressures/layout/data_offset,lift,tilt,tilt1
1782647753.794415,1.287680984,0.344882041,0.000000000,,,,73.778748035,19.760302082,19.760302082
1782647753.804447,,,,6203.000000000,276.000000000,0.000000000,,,
1782647753.804479,1.287968636,0.345001876,0.000000000,,,,73.795229295,19.767168136,19.767168136
1782647753.814475,,,,6043.000000000,302.000000000,0.000000000,,,
1782647753.814512,1.288256288,0.345097750,0.000000000,,,,73.811710555,19.772661320,19.772661320
1782647753.824369,,,,5906.000000000,272.000000000,0.000000000,,,
1782647753.824386,1.288711667,0.345097750,0.000000000,,,,73.837801900,19.772661320,19.772661320
1782647753.834416,,,,5921.000000000,334.000000000,0.000000000,,,
1782647753.834428,1.288975358,0.345313460,0.000000000,,,,73.852910291,19.785020558,19.785020558
1782647753.844567,,,,6074.000000000,330.000000000,0.000000000,,,
1782647753.844609,1.289550543,0.345457286,0.000000000,,,,73.885865982,19.793261188,19.793261188
1782647753.854336,,,,6035.000000000,291.000000000,0.000000000,,,
1782647753.854357,1.289838195,0.345601082,0.000000000,,,,73.902347242,19.801500111,19.801500111
1782647753.864483,,,,6141.000000000,356.000000000,0.000000000,,,
1782647753.864519,1.290125847,0.345720917,0.000000000,,,,73.918828503,19.808366164,19.808366164
1782647753.874500,,,,6040.000000000,315.000000000,0.000000000,,,
1782647753.874540,1.290533304,0.345840782,0.000000000,,,,73.942174109,19.815233925,19.815233925
1782647753.884561,,,,5960.000000000,298.000000000,0.000000000,,,
1782647753.884574,1.290820956,0.346032530,0.000000000,,,,73.958655369,19.826220294,19.826220294
1782647753.894480,,,,5871.000000000,279.000000000,0.000000000,,,
1782647753.894503,1.291132450,0.346176326,0.000000000,,,,73.976502669,19.834459216,19.834459216
1782647753.904429,,,,6050.000000000,305.000000000,0.000000000,,,
1782647753.904461,1.291515946,0.346320152,0.000000000,,,,73.998475406,19.842699847,19.842699847
1782647753.914538,,,,6134.000000000,375.000000000,0.000000000,,,
1782647753.914596,1.291875482,0.346487910,0.000000000,,,,74.019075274,19.852311638,19.852311638
1782647753.924504,,,,6238.000000000,354.000000000,0.000000000,,,
1782647753.924532,1.292163134,0.346583784,0.000000000,,,,74.035556534,19.857804823,19.857804823
1782647753.934506,,,,6121.000000000,313.000000000,0.000000000,,,
1782647753.934537,1.292498708,0.346751571,0.000000000,,,,74.054783533,19.867418322,19.867418322
1782647753.944421,,,,6062.000000000,275.000000000,0.000000000,,,
1782647753.944434,1.292762399,0.346871406,0.000000000,,,,74.069891924,19.874284375,19.874284375
1782647753.954394,,,,6028.000000000,302.000000000,0.000000000,,,
1782647753.954433,1.293217778,0.347015232,0.000000000,,,,74.095983269,19.882525006,19.882525006
1782647753.964515,,,,6101.000000000,321.000000000,0.000000000,,,
1782647753.964563,1.293529391,0.347159028,0.000000000,,,,74.113837398,19.890763928,19.890763928
1782647753.974367,,,,6153.000000000,274.000000000,0.000000000,,,
1782647753.974380,1.293840885,0.347302854,0.000000000,,,,74.131684698,19.899004559,19.899004559
1782647753.984467,,,,6212.000000000,236.000000000,0.000000000,,,
1782647753.984499,1.294296384,0.347422689,0.000000000,,,,74.157782872,19.905870612,19.905870612
1782647753.994479,,,,6157.000000000,365.000000000,0.000000000,,,
1782647753.994519,1.294607878,0.347566515,0.000000000,,,,74.175630172,19.914111242,19.914111242
1782647754.004334,,,,5996.000000000,246.000000000,0.000000000,,,
1782647754.004350,1.294895530,0.347686350,0.000000000,,,,74.192111432,19.920977296,19.920977296
1782647754.014488,,,,5943.000000000,289.000000000,0.000000000,,,
1782647754.014524,1.295470834,0.347854108,0.000000000,,,,74.225073953,19.930589087,19.930589087
1782647754.024439,,,,5966.000000000,263.000000000,0.000000000,,,
1782647754.024468,1.295782328,0.348021895,0.000000000,,,,74.242921252,19.940202587,19.940202587
1782647754.034431,,,,6011.000000000,283.000000000,0.000000000,,,
1782647754.034460,1.296093941,0.348141730,0.000000000,,,,74.260775382,19.947068640,19.947068640
1782647754.044462,,,,6122.000000000,263.000000000,0.000000000,,,
1782647754.044498,1.296573281,0.348309517,0.000000000,,,,74.288239596,19.956682140,19.956682140
1782647754.054465,,,,6073.000000000,321.000000000,0.000000000,,,
1782647754.054496,1.296860933,0.348429352,0.000000000,,,,74.304720856,19.963548193,19.963548193
1782647754.064433,,,,5962.000000000,318.000000000,0.000000000,,,
1782647754.064457,1.297268391,0.348573178,0.000000000,,,,74.328066463,19.971788823,19.971788823
1782647754.074400,,,,5880.000000000,334.000000000,0.000000000,,,
1782647754.074431,1.297627926,0.348860800,0.000000000,,,,74.348666330,19.988268376,19.988268376
1782647754.084472,,,,6000.000000000,289.000000000,0.000000000,,,
1782647754.084513,1.297987461,0.348980635,0.000000000,,,,74.369266198,19.995134430,19.995134430
1782647754.094331,,,,6056.000000000,340.000000000,0.000000000,,,
1782647754.094346,1.298275113,0.349076509,0.000000000,,,,74.385747459,20.000627614,20.000627614
