__time,/vehicle/loader_joint_angles/data[0],/vehicle/loader_joint_angles/data[1],/vehicle/loader_joint_angles/layout/data_offset,/vehicle/loader_joint_pressures/data[0],/vehicle/loader_joint_pressures/data[1],/vehicle/loader_joint_pressures/layout/data_offset,lift,tilt,tilt1
1782647706.904569,,,,4871.000000000,447.000000000,0.000000000,,,
1782647706.904583,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647706.914727,,,,4927.000000000,462.000000000,0.000000000,,,
1782647706.914773,0.355667830,-0.005920410,0.000000000,,,,20.378282753,-0.339214801,-0.339214801
1782647706.924533,,,,4879.000000000,440.000000000,0.000000000,,,
1782647706.924589,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647706.934480,,,,4838.000000000,411.000000000,0.000000000,,,
1782647706.934529,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647706.944504,,,,4877.000000000,426.000000000,0.000000000,,,
1782647706.944548,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647706.954519,,,,4854.000000000,426.000000000,0.000000000,,,
1782647706.954541,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647706.964537,,,,4854.000000000,416.000000000,0.000000000,,,
1782647706.964575,0.355667830,-0.005920410,0.000000000,,,,20.378282753,-0.339214801,-0.339214801
1782647706.974539,0.355715781,-0.005944252,0.000000000,,,,20.381030198,-0.340580840,-0.340580840
1782647706.974568,,,,4828.000000000,397.000000000,0.000000000,,,
1782647706.984431,,,,4883.000000000,431.000000000,0.000000000,,,
1782647706.984450,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647706.994445,,,,4861.000000000,416.000000000,0.000000000,,,
1782647706.994463,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.004393,,,,4861.000000000,431.000000000,0.000000000,,,
1782647707.004406,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.014506,,,,4845.000000000,414.000000000,0.000000000,,,
1782647707.014531,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.024643,,,,4789.000000000,358.000000000,0.000000000,,,
1782647707.024711,0.355643868,-0.005920410,0.000000000,,,,20.376909883,-0.339214801,-0.339214801
1782647707.034476,,,,4821.000000000,373.000000000,0.000000000,,,
1782647707.034499,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.044457,,,,4867.000000000,400.000000000,0.000000000,,,
1782647707.044487,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.054438,,,,4871.000000000,432.000000000,0.000000000,,,
1782647707.054464,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.064492,,,,4892.000000000,454.000000000,0.000000000,,,
1782647707.064523,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.074410,,,,4817.000000000,387.000000000,0.000000000,,,
1782647707.074428,0.355667830,-0.005920410,0.000000000,,,,20.378282753,-0.339214801,-0.339214801
1782647707.084407,,,,4867.000000000,455.000000000,0.000000000,,,
1782647707.084425,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.094417,,,,4840.000000000,395.000000000,0.000000000,,,
1782647707.094438,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.104368,,,,4939.000000000,482.000000000,0.000000000,,,
1782647707.104383,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.114555,,,,4885.000000000,442.000000000,0.000000000,,,
1782647707.114593,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.124426,,,,4918.000000000,465.000000000,0.000000000,,,
1782647707.124455,0.355667830,-0.005920410,0.000000000,,,,20.378282753,-0.339214801,-0.339214801
1782647707.134387,,,,4836.000000000,372.000000000,0.000000000,,,
1782647707.134398,0.355643868,-0.005920410,0.000000000,,,,20.376909883,-0.339214801,-0.339214801
1782647707.144547,,,,4842.000000000,396.000000000,0.000000000,,,
1782647707.144587,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.154464,,,,4853.000000000,416.000000000,0.000000000,,,
1782647707.154477,0.355691791,-0.005896091,0.000000000,,,,20.379655622,-0.337821442,-0.337821442
1782647707.164505,,,,4891.000000000,404.000000000,0.000000000,,,
1782647707.164529,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.174591,,,,4895.000000000,434.000000000,0.000000000,,,
1782647707.174631,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.184586,,,,4897.000000000,438.000000000,0.000000000,,,
1782647707.184638,0.355667830,-0.005920410,0.000000000,,,,20.378282753,-0.339214801,-0.339214801
1782647707.194532,,,,4858.000000000,408.000000000,0.000000000,,,
1782647707.194556,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.204586,,,,4908.000000000,439.000000000,0.000000000,,,
1782647707.204615,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.214634,,,,4848.000000000,400.000000000,0.000000000,,,
1782647707.214667,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.224522,,,,4833.000000000,381.000000000,0.000000000,,,
1782647707.224538,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.234482,,,,4899.000000000,447.000000000,0.000000000,,,
1782647707.234500,0.355667830,-0.005920410,0.000000000,,,,20.378282753,-0.339214801,-0.339214801
1782647707.244496,,,,4869.000000000,430.000000000,0.000000000,,,
1782647707.244531,0.355643868,-0.005920410,0.000000000,,,,20.376909883,-0.339214801,-0.339214801
1782647707.254634,,,,4885.000000000,424.000000000,0.000000000,,,
1782647707.254686,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.264486,,,,4879.000000000,439.000000000,0.000000000,,,
1782647707.264501,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.274463,,,,4904.000000000,450.000000000,0.000000000,,,
1782647707.274480,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.284701,,,,4875.000000000,404.000000000,0.000000000,,,
1782647707.284783,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.294501,,,,4856.000000000,403.000000000,0.000000000,,,
1782647707.294552,0.355643868,-0.005920410,0.000000000,,,,20.376909883,-0.339214801,-0.339214801
1782647707.304567,,,,4846.000000000,387.000000000,0.000000000,,,
1782647707.304627,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.314492,,,,4897.000000000,412.000000000,0.000000000,,,
1782647707.314539,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.324596,,,,4854.000000000,400.000000000,0.000000000,,,
1782647707.324639,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.334450,,,,4825.000000000,377.000000000,0.000000000,,,
1782647707.334466,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.344523,,,,4850.000000000,373.000000000,0.000000000,,,
1782647707.344560,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.354441,,,,4897.000000000,407.000000000,0.000000000,,,
1782647707.354460,0.355643868,-0.005920410,0.000000000,,,,20.376909883,-0.339214801,-0.339214801
1782647707.364314,,,,4880.000000000,424.000000000,0.000000000,,,
1782647707.364326,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.374444,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.374455,,,,4872.000000000,408.000000000,0.000000000,,,
1782647707.384521,,,,4834.000000000,380.000000000,0.000000000,,,
1782647707.384545,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.394495,,,,4853.000000000,387.000000000,0.000000000,,,
1782647707.394525,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.404402,,,,4862.000000000,395.000000000,0.000000000,,,
1782647707.404415,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.414558,,,,4836.000000000,399.000000000,0.000000000,,,
1782647707.414589,0.355667830,-0.005920410,0.000000000,,,,20.378282753,-0.339214801,-0.339214801
1782647707.424458,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.424471,,,,4833.000000000,395.000000000,0.000000000,,,
1782647707.434387,,,,4828.000000000,377.000000000,0.000000000,,,
1782647707.434399,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.444540,,,,4802.000000000,395.000000000,0.000000000,,,
1782647707.444576,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.454415,,,,4836.000000000,376.000000000,0.000000000,,,
1782647707.454427,0.355715781,-0.005944252,0.000000000,,,,20.381030198,-0.340580840,-0.340580840
1782647707.464412,,,,4867.000000000,408.000000000,0.000000000,,,
1782647707.464424,0.355691791,-0.005944252,0.000000000,,,,20.379655622,-0.340580840,-0.340580840
1782647707.474473,,,,4830.000000000,396.000000000,0.000000000,,,
1782647707.474505,0.355667830,-0.005920410,0.000000000,,,,20.378282753,-0.339214801,-0.339214801
1782647707.484364,,,,4883.000000000,428.000000000,0.000000000,,,
1782647707.484375,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.494395,,,,4875.000000000,404.000000000,0.000000000,,,
1782647707.494407,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.504380,,,,4869.000000000,420.000000000,0.000000000,,,
1782647707.504394,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.514395,,,,4821.000000000,392.000000000,0.000000000,,,
1782647707.514418,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.524506,,,,4832.000000000,389.000000000,0.000000000,,,
1782647707.524539,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.534433,,,,4840.000000000,423.000000000,0.000000000,,,
1782647707.534456,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.544433,,,,4833.000000000,383.000000000,0.000000000,,,
1782647707.544455,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.554466,,,,4858.000000000,418.000000000,0.000000000,,,
1782647707.554495,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.564489,,,,4875.000000000,410.000000000,0.000000000,,,
1782647707.564503,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.574292,,,,4809.000000000,381.000000000,0.000000000,,,
1782647707.574323,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.584412,,,,4892.000000000,463.000000000,0.000000000,,,
1782647707.584432,0.355691791,-0.005944252,0.000000000,,,,20.379655622,-0.340580840,-0.340580840
1782647707.594370,,,,4826.000000000,393.000000000,0.000000000,,,
1782647707.594382,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.604410,,,,4840.000000000,408.000000000,0.000000000,,,
1782647707.604432,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.614479,,,,4832.000000000,396.000000000,0.000000000,,,
1782647707.614504,0.355739743,-0.005920410,0.000000000,,,,20.382403068,-0.339214801,-0.339214801
1782647707.624383,0.355715781,-0.005944252,0.000000000,,,,20.381030198,-0.340580840,-0.340580840
1782647707.624397,,,,4822.000000000,397.000000000,0.000000000,,,
1782647707.634376,,,,4845.000000000,412.000000000,0.000000000,,,
1782647707.634388,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.644457,,,,4867.000000000,446.000000000,0.000000000,,,
1782647707.644494,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.654336,,,,4842.000000000,428.000000000,0.000000000,,,
1782647707.654349,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.664424,,,,4824.000000000,377.000000000,0.000000000,,,
1782647707.664453,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.674449,,,,4815.000000000,367.000000000,0.000000000,,,
1782647707.674481,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.684370,,,,4810.000000000,375.000000000,0.000000000,,,
1782647707.684376,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.694425,,,,4875.000000000,419.000000000,0.000000000,,,
1782647707.694449,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.704386,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.704399,,,,4838.000000000,414.000000000,0.000000000,,,
1782647707.714431,,,,4834.000000000,406.000000000,0.000000000,,,
1782647707.714450,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.724398,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.724411,,,,4819.000000000,384.000000000,0.000000000,,,
1782647707.734516,,,,4857.000000000,430.000000000,0.000000000,,,
1782647707.734549,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.744434,,,,4867.000000000,402.000000000,0.000000000,,,
1782647707.744447,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.754427,,,,4813.000000000,372.000000000,0.000000000,,,
1782647707.754446,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.764452,,,,4789.000000000,367.000000000,0.000000000,,,
1782647707.764465,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.774417,,,,4928.000000000,454.000000000,0.000000000,,,
1782647707.774429,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.784487,,,,4880.000000000,419.000000000,0.000000000,,,
1782647707.784512,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.794388,,,,4809.000000000,354.000000000,0.000000000,,,
1782647707.794405,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.804423,,,,4881.000000000,420.000000000,0.000000000,,,
1782647707.804442,0.355667830,-0.005920410,0.000000000,,,,20.378282753,-0.339214801,-0.339214801
1782647707.814453,,,,4896.000000000,408.000000000,0.000000000,,,
1782647707.814478,0.355667830,-0.005920410,0.000000000,,,,20.378282753,-0.339214801,-0.339214801
1782647707.824418,,,,4833.000000000,377.000000000,0.000000000,,,
1782647707.824451,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.834340,,,,4846.000000000,396.000000000,0.000000000,,,
1782647707.834353,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.844413,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.844434,,,,4872.000000000,407.000000000,0.000000000,,,
1782647707.854314,,,,4841.000000000,393.000000000,0.000000000,,,
1782647707.854326,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.864411,,,,4877.000000000,428.000000000,0.000000000,,,
1782647707.864427,0.355667830,-0.005920410,0.000000000,,,,20.378282753,-0.339214801,-0.339214801
1782647707.874310,,,,4862.000000000,397.000000000,0.000000000,,,
1782647707.874328,0.355667830,-0.005920410,0.000000000,,,,20.378282753,-0.339214801,-0.339214801
1782647707.884449,,,,4824.000000000,407.000000000,0.000000000,,,
1782647707.884476,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.894436,,,,4836.000000000,402.000000000,0.000000000,,,
1782647707.894450,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.904444,,,,4832.000000000,376.000000000,0.000000000,,,
1782647707.904477,0.355715781,-0.005944252,0.000000000,,,,20.381030198,-0.340580840,-0.340580840
1782647707.914551,,,,4875.000000000,418.000000000,0.000000000,,,
1782647707.914592,0.355643868,-0.005920410,0.000000000,,,,20.376909883,-0.339214801,-0.339214801
1782647707.924361,,,,4892.000000000,402.000000000,0.000000000,,,
1782647707.924376,0.355667830,-0.005920410,0.000000000,,,,20.378282753,-0.339214801,-0.339214801
1782647707.934355,,,,4833.000000000,361.000000000,0.000000000,,,
1782647707.934380,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647707.944411,,,,4850.000000000,399.000000000,0.000000000,,,
1782647707.944425,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.954334,,,,4856.000000000,414.000000000,0.000000000,,,
1782647707.954354,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.964398,,,,4856.000000000,397.000000000,0.000000000,,,
1782647707.964419,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647707.974433,,,,4850.000000000,402.000000000,0.000000000,,,
1782647707.974457,0.355643868,-0.005920410,0.000000000,,,,20.376909883,-0.339214801,-0.339214801
1782647707.984446,,,,4869.000000000,427.000000000,0.000000000,,,
1782647707.984473,0.355643868,-0.005920410,0.000000000,,,,20.376909883,-0.339214801,-0.339214801
1782647707.994449,,,,4791.000000000,336.000000000,0.000000000,,,
1782647707.994469,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647708.004385,,,,4795.000000000,350.000000000,0.000000000,,,
1782647708.004404,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647708.014387,,,,4848.000000000,399.000000000,0.000000000,,,
1782647708.014414,0.355739743,-0.005920410,0.000000000,,,,20.382403068,-0.339214801,-0.339214801
1782647708.024349,,,,4829.000000000,371.000000000,0.000000000,,,
1782647708.024365,0.355643868,-0.005920410,0.000000000,,,,20.376909883,-0.339214801,-0.339214801
1782647708.034381,,,,4797.000000000,387.000000000,0.000000000,,,
1782647708.034395,0.355643868,-0.005920410,0.000000000,,,,20.376909883,-0.339214801,-0.339214801
1782647708.044299,,,,4815.000000000,384.000000000,0.000000000,,,
1782647708.044318,0.355667830,-0.005920410,0.000000000,,,,20.378282753,-0.339214801,-0.339214801
1782647708.054348,,,,4842.000000000,407.000000000,0.000000000,,,
1782647708.054371,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647708.064413,,,,4815.000000000,384.000000000,0.000000000,,,
1782647708.064445,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647708.074388,,,,4834.000000000,380.000000000,0.000000000,,,
1782647708.074405,0.355739743,-0.005920410,0.000000000,,,,20.382403068,-0.339214801,-0.339214801
1782647708.084411,,,,4833.000000000,418.000000000,0.000000000,,,
1782647708.084423,0.355643868,-0.005944252,0.000000000,,,,20.376909883,-0.340580840,-0.340580840
1782647708.094371,,,,4811.000000000,396.000000000,0.000000000,,,
1782647708.094394,0.355643868,-0.005920410,0.000000000,,,,20.376909883,-0.339214801,-0.339214801
1782647708.104351,,,,4822.000000000,387.000000000,0.000000000,,,
1782647708.104363,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647708.114358,,,,4795.000000000,364.000000000,0.000000000,,,
1782647708.114382,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647708.124468,,,,4813.000000000,407.000000000,0.000000000,,,
1782647708.124507,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647708.134339,,,,4856.000000000,422.000000000,0.000000000,,,
1782647708.134353,0.355643868,-0.005920410,0.000000000,,,,20.376909883,-0.339214801,-0.339214801
1782647708.144320,,,,4901.000000000,443.000000000,0.000000000,,,
1782647708.144332,0.355643868,-0.005920410,0.000000000,,,,20.376909883,-0.339214801,-0.339214801
1782647708.154380,,,,4821.000000000,428.000000000,0.000000000,,,
1782647708.154407,0.355643868,-0.005920410,0.000000000,,,,20.376909883,-0.339214801,-0.339214801
1782647708.164300,,,,4810.000000000,385.000000000,0.000000000,,,
1782647708.164306,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647708.174369,,,,4834.000000000,399.000000000,0.000000000,,,
1782647708.174398,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647708.184452,,,,4871.000000000,438.000000000,0.000000000,,,
1782647708.184486,0.355643868,-0.005944252,0.000000000,,,,20.376909883,-0.340580840,-0.340580840
1782647708.194441,,,,4806.000000000,392.000000000,0.000000000,,,
1782647708.194466,0.355619907,-0.005920410,0.000000000,,,,20.375537014,-0.339214801,-0.339214801
1782647708.204390,,,,4799.000000000,350.000000000,0.000000000,,,
1782647708.204407,0.355619907,-0.005920410,0.000000000,,,,20.375537014,-0.339214801,-0.339214801
1782647708.214293,,,,4837.000000000,384.000000000,0.000000000,,,
1782647708.214317,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647708.224409,,,,4838.000000000,404.000000000,0.000000000,,,
1782647708.224441,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647708.234388,,,,4790.000000000,360.000000000,0.000000000,,,
1782647708.234405,0.355715781,-0.005920410,0.000000000,,,,20.381030198,-0.339214801,-0.339214801
1782647708.244364,,,,4779.000000000,377.000000000,0.000000000,,,
1782647708.244375,0.355619907,-0.005920410,0.000000000,,,,20.375537014,-0.339214801,-0.339214801
1782647708.254369,,,,4821.000000000,414.000000000,0.000000000,,,
1782647708.254396,0.355619907,-0.005944252,0.000000000,,,,20.375537014,-0.340580840,-0.340580840
1782647708.264323,,,,4803.000000000,404.000000000,0.000000000,,,
1782647708.264337,0.355643868,-0.005920410,0.000000000,,,,20.376909883,-0.339214801,-0.339214801
1782647708.274418,,,,4840.000000000,403.000000000,0.000000000,,,
1782647708.274438,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647708.284456,,,,4824.000000000,371.000000000,0.000000000,,,
1782647708.284494,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647708.294277,,,,4822.000000000,402.000000000,0.000000000,,,
1782647708.294296,0.355643868,-0.005920410,0.000000000,,,,20.376909883,-0.339214801,-0.339214801
1782647708.304412,,,,4791.000000000,353.000000000,0.000000000,,,
1782647708.304447,0.355619907,-0.005920410,0.000000000,,,,20.375537014,-0.339214801,-0.339214801
1782647708.314368,,,,4837.000000000,415.000000000,0.000000000,,,
1782647708.314394,0.355619907,-0.005920410,0.000000000,,,,20.375537014,-0.339214801,-0.339214801
1782647708.324377,,,,4871.000000000,414.000000000,0.000000000,,,
1782647708.324411,0.355691791,-0.005896091,0.000000000,,,,20.379655622,-0.337821442,-0.337821442
1782647708.334306,,,,4783.000000000,336.000000000,0.000000000,,,
1782647708.334317,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647708.344276,,,,4887.000000000,446.000000000,0.000000000,,,
1782647708.344289,0.355691791,-0.005944252,0.000000000,,,,20.379655622,-0.340580840,-0.340580840
1782647708.354287,,,,4840.000000000,406.000000000,0.000000000,,,
1782647708.354299,0.355643868,-0.005920410,0.000000000,,,,20.376909883,-0.339214801,-0.339214801
1782647708.364440,,,,4811.000000000,391.000000000,0.000000000,,,
1782647708.364463,0.355619907,-0.005920410,0.000000000,,,,20.375537014,-0.339214801,-0.339214801
1782647708.374284,,,,4817.000000000,345.000000000,0.000000000,,,
1782647708.374299,0.355619907,-0.005920410,0.000000000,,,,20.375537014,-0.339214801,-0.339214801
1782647708.384383,,,,4824.000000000,408.000000000,0.000000000,,,
1782647708.384413,0.355619907,-0.005920410,0.000000000,,,,20.375537014,-0.339214801,-0.339214801
1782647708.394316,,,,4853.000000000,407.000000000,0.000000000,,,
1782647708.394328,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647708.404431,,,,4887.000000000,414.000000000,0.000000000,,,
1782647708.404455,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647708.414301,,,,4813.000000000,380.000000000,0.000000000,,,
1782647708.414333,0.355643868,-0.005920410,0.000000000,,,,20.376909883,-0.339214801,-0.339214801
1782647708.424344,,,,4818.000000000,397.000000000,0.000000000,,,
1782647708.424357,0.355619907,-0.005920410,0.000000000,,,,20.375537014,-0.339214801,-0.339214801
1782647708.434338,,,,4832.000000000,408.000000000,0.000000000,,,
1782647708.434350,0.355619907,-0.005944252,0.000000000,,,,20.375537014,-0.340580840,-0.340580840
1782647708.444393,,,,4848.000000000,411.000000000,0.000000000,,,
1782647708.444423,0.355667830,-0.005920410,0.000000000,,,,20.378282753,-0.339214801,-0.339214801
1782647708.454293,,,,4817.000000000,376.000000000,0.000000000,,,
1782647708.454304,0.355667830,-0.005920410,0.000000000,,,,20.378282753,-0.339214801,-0.339214801
1782647708.464221,,,,4844.000000000,402.000000000,0.000000000,,,
1782647708.464234,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647708.474294,,,,4818.000000000,376.000000000,0.000000000,,,
1782647708.474307,0.355643868,-0.005920410,0.000000000,,,,20.376909883,-0.339214801,-0.339214801
1782647708.484235,,,,4824.000000000,391.000000000,0.000000000,,,
1782647708.484248,0.355619907,-0.005920410,0.000000000,,,,20.375537014,-0.339214801,-0.339214801
1782647708.494344,,,,4833.000000000,403.000000000,0.000000000,,,
1782647708.494374,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647708.504402,,,,4853.000000000,384.000000000,0.000000000,,,
1782647708.504434,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647708.514350,,,,4803.000000000,353.000000000,0.000000000,,,
1782647708.514374,0.355691791,-0.005920410,0.000000000,,,,20.379655622,-0.339214801,-0.339214801
1782647708.524197,,,,4822.000000000,358.000000000,0.000000000,,,
1782647708.524232,0.355667830,-0.005896091,0.000000000,,,,20.378282753,-0.337821442,-0.337821442
1782647708.534287,,,,4848.000000000,402.000000000,0.000000000,,,
1782647708.534309,0.355643868,-0.005920410,0.000000000,,,,20.376909883,-0.339214801,-0.339214801
1782647708.544370,,,,4806.000000000,376.000000000,0.000000000,,,
1782647708.544390,0.355619907,-0.005920410,0.000000000,,,,20.375537014,-0.339214801,-0.339214801
1782647708.554391,,,,4821.000000000,360.000000000,0.000000000,,,
1782647708.554431,0.355667830,-0.005920410,0.000000000,,,,20.378282753,-0.339214801,-0.339214801
1782647708.564205,,,,4832.000000000,393.000000000,0.000000000,,,
