__time,/vehicle/loader_joint_angles/data[0],/vehicle/loader_joint_angles/data[1],/vehicle/loader_joint_angles/layout/data_offset,/vehicle/loader_joint_pressures/data[0],/vehicle/loader_joint_pressures/data[1],/vehicle/loader_joint_pressures/layout/data_offset,lift,tilt
1782643530.674532,,,,3878.000000000,442.000000000,0.000000000,,
1782643530.674556,0.131826475,0.341071039,0.000000000,,,,7.553107040,19.541947580
1782643530.684580,,,,3876.000000000,422.000000000,0.000000000,,
1782643530.684601,0.131826475,0.341095030,0.000000000,,,,7.553107040,19.543322157
1782643530.694624,,,,3821.000000000,380.000000000,0.000000000,,
1782643530.694643,0.131826475,0.341118991,0.000000000,,,,7.553107040,19.544695026
1782643530.704595,,,,3807.000000000,356.000000000,0.000000000,,
1782643530.704621,0.131850451,0.341118991,0.000000000,,,,7.554480763,19.544695026
1782643530.714530,,,,3818.000000000,384.000000000,0.000000000,,
1782643530.714553,0.131826475,0.341095030,0.000000000,,,,7.553107040,19.543322157
1782643530.724523,,,,3904.000000000,439.000000000,0.000000000,,
1782643530.724538,0.131850451,0.341095030,0.000000000,,,,7.554480763,19.543322157
1782643530.734542,,,,3825.000000000,358.000000000,0.000000000,,
1782643530.734554,0.131826475,0.341071039,0.000000000,,,,7.553107040,19.541947580
1782643530.744475,,,,3860.000000000,388.000000000,0.000000000,,
1782643530.744488,0.131826475,0.341118991,0.000000000,,,,7.553107040,19.544695026
1782643530.754444,,,,3851.000000000,404.000000000,0.000000000,,
1782643530.754457,0.131874412,0.341118991,0.000000000,,,,7.555853633,19.544695026
1782643530.764540,,,,3864.000000000,393.000000000,0.000000000,,
1782643530.764553,0.131850451,0.341095030,0.000000000,,,,7.554480763,19.543322157
1782643530.774528,,,,3810.000000000,369.000000000,0.000000000,,
1782643530.774540,0.131850451,0.341095030,0.000000000,,,,7.554480763,19.543322157
1782643530.784554,,,,3829.000000000,375.000000000,0.000000000,,
1782643530.784567,0.131850451,0.341071039,0.000000000,,,,7.554480763,19.541947580
1782643530.794546,,,,3866.000000000,395.000000000,0.000000000,,
1782643530.794559,0.131826475,0.341095030,0.000000000,,,,7.553107040,19.543322157
1782643530.804512,,,,3764.000000000,314.000000000,0.000000000,,
1782643530.804525,0.131874412,0.341118991,0.000000000,,,,7.555853633,19.544695026
1782643530.814571,,,,3812.000000000,376.000000000,0.000000000,,
1782643530.814584,0.131874412,0.341118991,0.000000000,,,,7.555853633,19.544695026
1782643530.824323,,,,3873.000000000,411.000000000,0.000000000,,
1782643530.824336,0.131850451,0.341095030,0.000000000,,,,7.554480763,19.543322157
1782643530.834599,,,,3876.000000000,420.000000000,0.000000000,,
1782643530.834619,0.131850451,0.341071039,0.000000000,,,,7.554480763,19.541947580
1782643530.844443,,,,3912.000000000,461.000000000,0.000000000,,
1782643530.844456,0.131850451,0.341071039,0.000000000,,,,7.554480763,19.541947580
1782643530.854469,,,,3868.000000000,397.000000000,0.000000000,,
1782643530.854482,0.131826475,0.341095030,0.000000000,,,,7.553107040,19.543322157
1782643530.864422,,,,3857.000000000,403.000000000,0.000000000,,
1782643530.864435,0.131874412,0.341118991,0.000000000,,,,7.555853633,19.544695026
1782643530.874407,,,,3858.000000000,410.000000000,0.000000000,,
1782643530.874419,0.131874412,0.341118991,0.000000000,,,,7.555853633,19.544695026
1782643530.884540,,,,3854.000000000,397.000000000,0.000000000,,
1782643530.884553,0.131850451,0.341095030,0.000000000,,,,7.554480763,19.543322157
1782643530.894482,,,,3845.000000000,383.000000000,0.000000000,,
1782643530.894495,0.131850451,0.341095030,0.000000000,,,,7.554480763,19.543322157
1782643530.904492,,,,3907.000000000,461.000000000,0.000000000,,
1782643530.904505,0.131850451,0.341095030,0.000000000,,,,7.554480763,19.543322157
1782643530.914510,,,,3743.000000000,310.000000000,0.000000000,,
1782643530.914523,0.131874412,0.341095030,0.000000000,,,,7.555853633,19.543322157
1782643530.924368,,,,3792.000000000,340.000000000,0.000000000,,
1782643530.924381,0.131898388,0.341118991,0.000000000,,,,7.557227356,19.544695026
1782643530.934537,,,,3835.000000000,389.000000000,0.000000000,,
1782643530.934549,0.131874412,0.341118991,0.000000000,,,,7.555853633,19.544695026
1782643530.944447,,,,3838.000000000,369.000000000,0.000000000,,
1782643530.944460,0.131850451,0.341118991,0.000000000,,,,7.554480763,19.544695026
