__time,/vehicle/loader_joint_angles/data[0],/vehicle/loader_joint_angles/data[1],/vehicle/loader_joint_angles/layout/data_offset,/vehicle/loader_joint_pressures/data[0],/vehicle/loader_joint_pressures/data[1],/vehicle/loader_joint_pressures/layout/data_offset
1784017664.425486,0.002037318,-0.065817356,0.000000000,,,
1784017664.435483,,,,660.000000000,914.000000000,0.000000000
1784017664.435496,0.002013350,-0.065817356,0.000000000,,,
1784017664.445502,,,,662.000000000,929.000000000,0.000000000
1784017664.445515,0.002013350,-0.065817356,0.000000000,,,
1784017664.455623,,,,649.000000000,884.000000000,0.000000000
1784017664.455636,0.001965413,-0.065817356,0.000000000,,,
1784017664.465430,,,,672.000000000,923.000000000,0.000000000
1784017664.465443,0.001989381,-0.065817356,0.000000000,,,
1784017664.475379,,,,633.000000000,907.000000000,0.000000000
1784017664.475399,0.001965413,-0.065841198,0.000000000,,,
1784017664.485572,,,,657.000000000,925.000000000,0.000000000
1784017664.485585,0.002013350,-0.065817356,0.000000000,,,
1784017664.495509,,,,633.000000000,869.000000000,0.000000000
1784017664.495529,0.002013350,-0.065817356,0.000000000,,,
1784017664.505572,,,,625.000000000,872.000000000,0.000000000
1784017664.505585,0.001965413,-0.065865517,0.000000000,,,
1784017664.515441,,,,680.000000000,920.000000000,0.000000000
1784017664.515452,0.001965413,-0.065865517,0.000000000,,,
1784017664.525451,,,,596.000000000,840.000000000,0.000000000
1784017664.525463,0.001989381,-0.065841198,0.000000000,,,
1784017664.535593,,,,672.000000000,903.000000000,0.000000000
1784017664.535605,0.001989381,-0.065865517,0.000000000,,,
1784017664.545552,,,,666.000000000,906.000000000,0.000000000
1784017664.545565,0.002013350,-0.065865517,0.000000000,,,
1784017664.555593,,,,649.000000000,903.000000000,0.000000000
1784017664.555607,0.002013350,-0.065841198,0.000000000,,,
1784017664.565527,,,,682.000000000,931.000000000,0.000000000
1784017664.565578,0.001965413,-0.065841198,0.000000000,,,
1784017664.575588,,,,611.000000000,872.000000000,0.000000000
1784017664.575603,0.001965413,-0.065817356,0.000000000,,,
1784017664.585673,,,,716.000000000,949.000000000,0.000000000
1784017664.585707,0.001989381,-0.065841198,0.000000000,,,
1784017664.595634,,,,650.000000000,900.000000000,0.000000000
1784017664.595648,0.001989381,-0.065841198,0.000000000,,,
1784017664.605678,,,,709.000000000,942.000000000,0.000000000
1784017664.605705,0.002013350,-0.065841198,0.000000000,,,
1784017664.615597,,,,592.000000000,814.000000000,0.000000000
1784017664.615611,0.001917476,-0.065793514,0.000000000,,,
1784017664.625615,,,,664.000000000,895.000000000,0.000000000
1784017664.625628,0.001941444,-0.065817356,0.000000000,,,
1784017664.635589,,,,596.000000000,856.000000000,0.000000000
1784017664.635601,0.001965413,-0.065817356,0.000000000,,,
1784017664.645597,,,,652.000000000,898.000000000,0.000000000
1784017664.645609,0.001965413,-0.065841198,0.000000000,,,
1784017664.655564,,,,613.000000000,859.000000000,0.000000000
1784017664.655577,0.001989381,-0.065841198,0.000000000,,,
1784017664.665588,,,,685.000000000,903.000000000,0.000000000
1784017664.665601,0.002013350,-0.065817356,0.000000000,,,
1784017664.675547,,,,665.000000000,887.000000000,0.000000000
1784017664.675559,0.001941444,-0.065841198,0.000000000,,,
1784017664.685873,,,,666.000000000,915.000000000,0.000000000
1784017664.685886,0.001989381,-0.065841198,0.000000000,,,
1784017664.695499,,,,664.000000000,908.000000000,0.000000000
1784017664.695512,0.001941444,-0.065841198,0.000000000,,,
1784017664.705784,,,,680.000000000,923.000000000,0.000000000
1784017664.705796,0.001941444,-0.065841198,0.000000000,,,
1784017664.715477,,,,707.000000000,942.000000000,0.000000000
1784017664.715489,0.001989381,-0.065841198,0.000000000,,,
