__time,/vehicle/loader_joint_angles/data[0],/vehicle/loader_joint_angles/data[1],/vehicle/loader_joint_angles/layout/data_offset,/vehicle/loader_joint_pressures/data[0],/vehicle/loader_joint_pressures/data[1],/vehicle/loader_joint_pressures/layout/data_offset
1782548337.959558,,,,4422.000000000,454.000000000,0.000000000
1782548337.959594,0.037486658,0.097287938,0.000000000,,,
1782548337.969523,,,,4411.000000000,428.000000000,0.000000000
1782548337.969551,0.037223004,0.096856505,0.000000000,,,
1782548337.979429,,,,4318.000000000,329.000000000,0.000000000
1782548337.979457,0.036887445,0.096233331,0.000000000,,,
1782548337.989617,,,,4275.000000000,279.000000000,0.000000000
1782548337.989654,0.036575854,0.095777929,0.000000000,,,
1782548337.999593,,,,4388.000000000,400.000000000,0.000000000
1782548337.999610,0.036264267,0.095346496,0.000000000,,,
1782548338.009575,,,,4381.000000000,403.000000000,0.000000000
1782548338.009606,0.035784896,0.095346496,0.000000000,,,
1782548338.019560,,,,4415.000000000,422.000000000,0.000000000
1782548338.019599,0.035521243,0.094795220,0.000000000,,,
1782548338.029551,,,,4401.000000000,434.000000000,0.000000000
1782548338.029590,0.035281558,0.094363786,0.000000000,,,
1782548338.039431,,,,4358.000000000,431.000000000,0.000000000
1782548338.039444,0.034946002,0.093764581,0.000000000,,,
1782548338.049519,,,,4348.000000000,403.000000000,0.000000000
1782548338.049551,0.034634411,0.093309179,0.000000000,,,
1782548338.059578,,,,4365.000000000,396.000000000,0.000000000
1782548338.059617,0.034322821,0.092853777,0.000000000,,,
1782548338.069493,,,,4335.000000000,402.000000000,0.000000000
1782548338.069508,0.033891387,0.092278533,0.000000000,,,
1782548338.079499,,,,4356.000000000,423.000000000,0.000000000
1782548338.079539,0.033699643,0.091847099,0.000000000,,,
1782548338.089498,,,,4333.000000000,445.000000000,0.000000000
1782548338.089532,0.033412021,0.091415673,0.000000000,,,
1782548338.099483,,,,4214.000000000,338.000000000,0.000000000
1782548338.099522,0.033100430,0.090744555,0.000000000,,,
1782548338.109508,,,,4218.000000000,400.000000000,0.000000000
1782548338.109521,0.032573123,0.090313122,0.000000000,,,
1782548338.119467,,,,4141.000000000,357.000000000,0.000000000
1782548338.119498,0.032285504,0.089761846,0.000000000,,,
1782548338.129518,,,,4143.000000000,436.000000000,0.000000000
1782548338.129553,0.032069787,0.089330412,0.000000000,,,
1782548338.139410,,,,4061.000000000,430.000000000,0.000000000
1782548338.139449,0.031902008,0.088922948,0.000000000,,,
1782548338.149495,,,,3970.000000000,404.000000000,0.000000000
1782548338.149526,0.031614386,0.088323742,0.000000000,,,
1782548338.159473,,,,3924.000000000,436.000000000,0.000000000
1782548338.159511,0.031326763,0.087868340,0.000000000,,,
1782548338.169541,,,,3765.000000000,369.000000000,0.000000000
1782548338.169580,0.030823428,0.087412938,0.000000000,,,
1782548338.179518,,,,3728.000000000,412.000000000,0.000000000
1782548338.179561,0.030607712,0.086837694,0.000000000,,,
1782548338.189446,,,,3650.000000000,407.000000000,0.000000000
1782548338.189461,0.030368026,0.086358324,0.000000000,,,
1782548338.199515,,,,3484.000000000,371.000000000,0.000000000
